,Course Code,Course Names,EX,A,B,C,D,P,F,EX%,A%,B%,C%,D%,P%,F%,session,Avg CGPA
1213,EX20001,PHYSICS OF SOLID EARTH,0,2,8,17,13,5,0,0,4.44,17.78,37.78,28.89,11.11,0,Autumn19,6.76
1214,EX20001,PHYSICS OF SOLID EARTH,16,27,8,4,1,0,1,28.07,47.37,14.04,7.02,1.75,0,1.75,Autumn20,8.86
1215,EX28002,FIELD WORK,10,19,0,0,0,0,0,34.48,65.52,0,0,0,0,0,Spring19,9.34
1216,EX28002,FIELD WORK,4,4,11,0,0,0,0,21.05,21.05,57.89,0,0,0,0,Spring20,8.63
1217,EX28002,FIELD WORK,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Spring21,#DIV/0!
1218,EX30004,GEOPHYSICAL FIELD THEORY,6,13,7,0,1,2,0,20.69,44.83,24.14,0,3.45,6.9,0,Autumn19,8.59
1219,EX30004,GEOPHYSICAL FIELD THEORY,4,6,8,1,0,0,0,21.05,31.58,42.11,5.26,0,0,0,Autumn20,8.68
1220,EX30008,GEOPHYSICAL SIGNAL PROCESSING,0,3,9,10,2,5,0,0,10.34,31.03,34.48,6.9,17.24,0,Spring20,7.1
1221,EX30008,GEOPHYSICAL SIGNAL PROCESSING,2,13,4,0,0,0,0,10.53,68.42,21.05,0,0,0,0,Spring21,8.89
1222,EX31006,GRAVITY & MAGNETIC METHODS OF PROSPECTING,6,7,9,4,2,0,0,21.43,25,32.14,14.29,7.14,0,0,Spring20,8.39
1223,EX31006,GRAVITY & MAGNETIC METHODS OF PROSPECTING,0,5,9,5,0,0,0,0,26.32,47.37,26.32,0,0,0,Spring21,8
1224,EX38002,FIELD WORK,5,7,17,0,0,0,0,17.24,24.14,58.62,0,0,0,0,Spring20,8.59
1225,EX38002,FIELD WORK,2,7,10,0,0,0,0,10.53,36.84,52.63,0,0,0,0,Spring21,8.58
1226,EX39006,GRAVITY & MAGNETIC METHODS LAB.,17,9,2,0,1,0,0,58.62,31.03,6.9,0,3.45,0,0,Spring20,9.41
1227,EX39006,GRAVITY & MAGNETIC METHODS LAB.,5,10,4,0,0,0,0,26.32,52.63,21.05,0,0,0,0,Spring21,9.05
1228,EX40009,SEISMOLOGY,0,1,15,8,0,1,0,0,4,60,32,0,4,0,Autumn20,7.6
1229,EX41001,ELECTRICAL METHODS OF  PROSPECTING,1,1,5,8,9,3,1,3.57,3.57,17.86,28.57,32.14,10.71,3.57,Autumn20,6.71
1230,EX41002,ELECTROMAGNETIC METHODS OF  PROSPECTING,2,1,6,6,7,5,0,7.41,3.7,22.22,22.22,25.93,18.52,0,Spring21,6.89
1231,EX41003,SEISMIC METHODS OF PROSPECTING,0,0,2,14,9,3,0,0,0,7.14,50,32.14,10.71,0,Autumn20,6.54
1232,EX41004,NUCLEAR GEOPHYSICS,1,6,20,0,0,0,0,3.7,22.22,74.07,0,0,0,0,Spring21,8.3
1233,EX41005,EARTH AND PLANETARY SYSTEMS,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn20,9
1234,EX48018,GEOPHYSICAL FIELDWORK   I,27,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring21,10
1235,EX49001,ELECTRICAL METHODS LAB.,3,10,8,4,0,2,1,10.71,35.71,28.57,14.29,0,7.14,3.57,Autumn20,8.07
1236,EX49002,ELECTROMAGNETIC METHODS LABORATORY,4,12,7,2,2,0,0,14.81,44.44,25.93,7.41,7.41,0,0,Spring21,8.52
1237,EX49002,ELECTROMAGNETIC METHODS LABORATORY,0,0,0,0,0,0,1,0,0,0,0,0,0,100,Spring20,4
1238,EX49003,SEISMIC METHODS LAB.,0,2,13,11,2,0,0,0,7.14,46.43,39.29,7.14,0,0,Autumn20,7.54
1239,EX49004,NUCLEAR GEOPHYSICS LABORATORY,0,27,0,0,0,1,0,0,96.43,0,0,0,3.57,0,Spring21,8.86
1240,EX50002,TECTONICS & GEODYNAMICS,0,1,7,8,8,3,0,0,3.7,25.93,29.63,29.63,11.11,0,Spring21,6.81
1241,EX50017,GEOPHYSICAL INVERSE THEORY,1,10,9,3,3,2,0,3.57,35.71,32.14,10.71,10.71,7.14,0,Spring20,7.89
1242,EX50017,GEOPHYSICAL INVERSE THEORY,2,12,5,0,0,0,0,10.53,63.16,26.32,0,0,0,0,Spring21,8.84
1243,GG20002,THERMODYNAMICS OF GEOL. SYSTEMS,0,1,3,2,12,8,0,0,3.85,11.54,7.69,46.15,30.77,0,Spring19,6.12
1244,GG20002,THERMODYNAMICS OF GEOL. SYSTEMS,1,4,16,4,1,0,0,3.85,15.38,61.54,15.38,3.85,0,0,Spring20,8
1245,GG20002,THERMODYNAMICS OF GEOL. SYSTEMS,9,18,1,4,1,0,0,27.27,54.55,3.03,12.12,3.03,0,0,Spring21,8.91
1246,GG20003,PALEONTOLOGY AND  STRATIGRAPHY,0,4,11,3,6,5,0,0,13.79,37.93,10.34,20.69,17.24,0,Spring19,7.1
1247,GG20003,PALEONTOLOGY AND  STRATIGRAPHY,0,6,7,5,1,0,0,0,31.58,36.84,26.32,5.26,0,0,Spring20,7.95
1248,GG20003,PALEONTOLOGY AND  STRATIGRAPHY,1,10,11,2,0,0,0,4.17,41.67,45.83,8.33,0,0,0,Spring21,8.42
1249,GG20004,PETROLOGY,0,7,7,6,4,5,0,0,24.14,24.14,20.69,13.79,17.24,0,Spring19,7.24
1250,GG20004,PETROLOGY,2,11,4,2,0,0,0,10.53,57.89,21.05,10.53,0,0,0,Spring20,8.68
1251,GG20004,PETROLOGY,0,4,11,8,1,0,0,0,16.67,45.83,33.33,4.17,0,0,Spring21,7.75
1252,GG20005,INTRODUCTION TO EARTH SCIENCE,0,4,7,16,15,13,0,0,7.27,12.73,29.09,27.27,23.64,0,Autumn18,6.53
1253,GG20005,INTRODUCTION TO EARTH SCIENCE,0,2,6,8,12,16,1,0,4.44,13.33,17.78,26.67,35.56,2.22,Autumn19,6.18
1254,GG20005,INTRODUCTION TO EARTH SCIENCE,1,2,6,16,18,13,1,1.75,3.51,10.53,28.07,31.58,22.81,1.75,Autumn20,6.4
1255,GG20007,GEOLOGY FOR ENGINEERS,4,30,27,10,4,0,0,5.33,40,36,13.33,5.33,0,0,Autumn20,8.27
1256,GG20107,STRUCTURAL GEOLOGY,0,5,17,19,8,6,0,0,9.09,30.91,34.55,14.55,10.91,0,Spring19,7.13
1257,GG20107,STRUCTURAL GEOLOGY,0,5,18,15,5,2,0,0,11.11,40,33.33,11.11,4.44,0,Spring20,7.42
1258,GG20107,STRUCTURAL GEOLOGY,10,14,24,6,2,1,0,17.54,24.56,42.11,10.53,3.51,1.75,0,Spring21,8.37
1259,GG21103,PALEONTOLOGY,3,5,7,5,3,3,0,11.54,19.23,26.92,19.23,11.54,11.54,0,Autumn18,7.65
1260,GG21103,PALEONTOLOGY,1,9,3,7,4,2,0,3.85,34.62,11.54,26.92,15.38,7.69,0,Autumn19,7.62
1261,GG21103,PALEONTOLOGY,24,5,3,0,1,0,0,72.73,15.15,9.09,0,3.03,0,0,Autumn20,9.55
1262,GG21105,MINERALOGY,3,6,13,10,13,10,0,5.45,10.91,23.64,18.18,23.64,18.18,0,Autumn18,7.02
1263,GG21105,MINERALOGY,0,1,9,7,13,15,0,0,2.22,20,15.56,28.89,33.33,0,Autumn19,6.29
1264,GG21105,MINERALOGY,0,19,28,6,2,0,1,0,33.93,50,10.71,3.57,0,1.79,Autumn20,8.09
1265,GG21109,ENGINEERING & ECONOMIC GEOLOGY,6,21,11,12,8,2,0,10,35,18.33,20,13.33,3.33,0,Autumn18,7.98
1266,GG21109,ENGINEERING & ECONOMIC GEOLOGY,5,7,13,22,14,5,0,7.58,10.61,19.7,33.33,21.21,7.58,0,Autumn19,7.27
1267,GG28002,FIELD WORK (3 WEEKS),1,16,9,0,0,0,0,3.85,61.54,34.62,0,0,0,0,Spring19,8.69
1268,GG28002,FIELD WORK (3 WEEKS),3,9,11,0,0,0,0,13.04,39.13,47.83,0,0,0,0,Spring20,8.65
1269,GG28002,FIELD WORK (3 WEEKS),0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Spring21,#DIV/0!
1270,GG29002,DETERMINATIVE MINERALOGY LABORATORY,7,32,16,0,0,0,0,12.73,58.18,29.09,0,0,0,0,Spring19,8.84
1271,GG29002,DETERMINATIVE MINERALOGY LABORATORY,16,17,8,3,1,0,0,35.56,37.78,17.78,6.67,2.22,0,0,Spring20,8.98
1272,GG29002,DETERMINATIVE MINERALOGY LABORATORY,4,18,24,8,2,1,0,7.02,31.58,42.11,14.04,3.51,1.75,0,Spring21,8.19
1273,GG29003,PALEONTOLOGY LAB.,0,6,10,6,4,0,0,0,23.08,38.46,23.08,15.38,0,0,Autumn18,7.69
1274,GG29003,PALEONTOLOGY LAB.,4,11,7,3,1,0,0,15.38,42.31,26.92,11.54,3.85,0,0,Autumn19,8.54
1275,GG29003,PALEONTOLOGY LAB.,2,25,4,2,0,0,0,6.06,75.76,12.12,6.06,0,0,0,Autumn20,8.82
1276,GG29005,INTRODUCTION TO EARTH SCIENCE LAB.,6,42,4,2,1,0,0,10.91,76.36,7.27,3.64,1.82,0,0,Autumn18,8.91
1277,GG29005,INTRODUCTION TO EARTH SCIENCE LAB.,3,18,18,3,0,0,0,7.14,42.86,42.86,7.14,0,0,0,Autumn19,8.5
1278,GG29005,INTRODUCTION TO EARTH SCIENCE LAB.,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
1279,GG29007,STRUCTURAL GEOLOGY LAB,9,8,18,11,7,2,0,16.36,14.55,32.73,20,12.73,3.64,0,Spring19,7.91
1280,GG29007,STRUCTURAL GEOLOGY LAB,2,12,31,0,0,0,0,4.44,26.67,68.89,0,0,0,0,Spring20,8.36
1281,GG29007,STRUCTURAL GEOLOGY LAB,7,33,9,3,4,1,0,12.28,57.89,15.79,5.26,7.02,1.75,0,Spring21,8.58
1282,GG29009,GEOLOGY LABORATORY,28,26,6,0,0,0,0,46.67,43.33,10,0,0,0,0,Autumn18,9.37
1283,GG29009,GEOLOGY LABORATORY,5,18,29,10,2,0,1,7.69,27.69,44.62,15.38,3.08,0,1.54,Autumn19,8.15
1284,GG29009,GEOLOGY LABORATORY,24,28,18,2,2,1,0,32,37.33,24,2.67,2.67,1.33,0,Autumn20,8.89
1285,GG30002,STRATIGRAPHY,0,2,10,11,1,0,0,0,8.33,41.67,45.83,4.17,0,0,Spring20,7.54
1286,GG30002,STRATIGRAPHY,0,0,0,0,2,0,0,0,0,0,0,100,0,0,Spring19,6
1287,GG30002,STRATIGRAPHY,0,1,16,5,1,0,0,0,4.35,69.57,21.74,4.35,0,0,Spring21,7.74
1288,GG31004,SEDIMENTOLOGY,4,7,9,4,1,0,0,16,28,36,16,4,0,0,Spring20,8.36
1289,GG31004,SEDIMENTOLOGY,4,15,4,0,0,0,0,17.39,65.22,17.39,0,0,0,0,Spring21,9
1290,GG31005,MINERAL RESOURCES,1,5,8,16,18,5,0,1.89,9.43,15.09,30.19,33.96,9.43,0,Autumn19,6.87
1291,GG31005,MINERAL RESOURCES,3,16,21,2,0,0,0,7.14,38.1,50,4.76,0,0,0,Autumn20,8.48
1292,GG31006,IGNEOUS PETROLOGY,0,8,7,8,2,1,0,0,30.77,26.92,30.77,7.69,3.85,0,Spring20,7.73
1293,GG31006,IGNEOUS PETROLOGY,0,10,12,1,0,0,0,0,43.48,52.17,4.35,0,0,0,Spring21,8.39
1294,GG31007,ENGINEERING GEOLOGY,3,5,9,5,1,1,0,12.5,20.83,37.5,20.83,4.17,4.17,0,Autumn19,8.04
1295,GG31007,ENGINEERING GEOLOGY,1,6,14,2,0,0,0,4.35,26.09,60.87,8.7,0,0,0,Autumn20,8.26
1296,GG31009,METAMORPHIC PETROLOGY,2,3,5,11,2,1,0,8.33,12.5,20.83,45.83,8.33,4.17,0,Autumn19,7.54
1297,GG31009,METAMORPHIC PETROLOGY,0,7,10,5,0,0,0,0,31.82,45.45,22.73,0,0,0,Autumn20,8.09
1298,GG38002,FIELD WORK (3 WEEKS),4,11,10,1,0,0,0,15.38,42.31,38.46,3.85,0,0,0,Spring20,8.69
1299,GG38002,FIELD WORK (3 WEEKS),0,6,10,7,0,0,0,0,26.09,43.48,30.43,0,0,0,Spring21,7.96
1300,GG39001,IGNEOUS PETROLOGY LAB.,4,16,6,0,0,0,0,15.38,61.54,23.08,0,0,0,0,Spring20,8.92
1301,GG39001,IGNEOUS PETROLOGY LAB.,6,12,5,0,0,0,0,26.09,52.17,21.74,0,0,0,0,Spring21,9.04
1302,GG39003,MINERAL RESOURCES LAB.,2,18,17,9,4,3,0,3.77,33.96,32.08,16.98,7.55,5.66,0,Autumn19,7.92
1303,GG39003,MINERAL RESOURCES LAB.,5,24,6,5,2,0,0,11.9,57.14,14.29,11.9,4.76,0,0,Autumn20,8.6
1304,GG39007,ENGINEERING GEOLOGY LABORATORY,3,3,11,2,5,0,0,12.5,12.5,45.83,8.33,20.83,0,0,Autumn19,7.88
1305,GG39007,ENGINEERING GEOLOGY LABORATORY,6,11,2,3,1,0,0,26.09,47.83,8.7,13.04,4.35,0,0,Autumn20,8.78
1306,GG39008,SEDIMENTOLOGY LAB.,3,14,7,2,0,0,0,11.54,53.85,26.92,7.69,0,0,0,Spring20,8.69
1307,GG39008,SEDIMENTOLOGY LAB.,2,3,9,8,1,0,0,8.7,13.04,39.13,34.78,4.35,0,0,Spring21,7.87
1308,GG39009,METAMORPHIC PETROLOGY LAB.,8,15,0,0,1,0,0,33.33,62.5,0,0,4.17,0,0,Autumn19,9.21
1309,GG39009,METAMORPHIC PETROLOGY LAB.,0,8,8,3,2,1,0,0,36.36,36.36,13.64,9.09,4.55,0,Autumn20,7.91
1310,GG40002,GEOEXPLORATION,0,3,1,1,0,0,0,0,60,20,20,0,0,0,Autumn20,8.4
1311,GG40004,SEQUENCE STRATIGRAPHY,9,19,16,5,1,2,0,17.31,36.54,30.77,9.62,1.92,3.85,0,Spring21,8.46
1312,GG40006,ENVIRONMENTAL HAZARDS AND MITIGATION,8,36,0,2,1,0,0,17.02,76.6,0,4.26,2.13,0,0,Spring21,9.02
1313,GG40013,PALEOBIOLOGY AND PALEOECOLOGY,0,3,6,0,0,0,0,0,33.33,66.67,0,0,0,0,Autumn20,8.33
1314,GG41001,GEOCHEMISTRY,0,3,5,10,5,1,0,0,12.5,20.83,41.67,20.83,4.17,0,Autumn19,7.17
1315,GG41001,GEOCHEMISTRY,9,11,1,0,0,0,0,42.86,52.38,4.76,0,0,0,0,Autumn20,9.38
1316,GG41005,ORE GEOLOGY,7,13,3,1,0,0,0,29.17,54.17,12.5,4.17,0,0,0,Autumn20,9.08
1317,GG41007,ADVANCED STRUCTURAL GEOLOGY,0,2,9,11,2,0,0,0,8.33,37.5,45.83,8.33,0,0,Autumn20,7.46
1318,GG41011,GEOPHYSICAL PROSPECTING,7,13,3,0,0,0,0,30.43,56.52,13.04,0,0,0,0,Autumn20,9.17
1319,GG49001,GEOCHEMISTRY LAB.,1,10,12,1,0,0,0,4.17,41.67,50,4.17,0,0,0,Autumn19,8.46
1320,GG49001,GEOCHEMISTRY LAB.,9,13,0,0,0,0,0,40.91,59.09,0,0,0,0,0,Autumn20,9.41
1321,GG49005,ORE GEOLOGY LAB.,5,11,7,1,0,0,0,20.83,45.83,29.17,4.17,0,0,0,Autumn20,8.83
1322,GG49007,ADVANCED STRUCTURAL GEOLOGY LAB.,0,15,1,6,1,0,0,0,65.22,4.35,26.09,4.35,0,0,Autumn20,8.3
1323,GG49011,GEOPHYSICAL PROSPECTING LAB.,7,15,1,0,0,0,0,30.43,65.22,4.35,0,0,0,0,Autumn20,9.26
1324,GG50010,APPLIED MICROPALEONTOLOGY,0,12,11,1,0,0,0,0,50,45.83,4.17,0,0,0,Spring21,8.46
1325,GG50011,BASIN ANALYSIS,2,11,6,0,0,0,0,10.53,57.89,31.58,0,0,0,0,Autumn20,8.79
1326,GG52012,ENERGETICS OF GEOLOGIC SYSTEMS,0,1,3,0,0,0,0,0,25,75,0,0,0,0,Spring21,8.25
1327,GG52022,GROUNDWATER GEOLOGY,21,4,0,0,0,0,0,84,16,0,0,0,0,0,Spring21,9.84
1328,GG58006,FIELD WORK (6 WEEKS),0,24,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
1329,GG59010,APPLIED MICROPALEONTOLOGY LABORATORY,3,14,7,0,0,0,0,12.5,58.33,29.17,0,0,0,0,Spring21,8.83
1330,GG59022,GROUNDWATER GEOLOGY LABORATORY,9,15,0,0,0,0,0,37.5,62.5,0,0,0,0,0,Spring21,9.38
1331,HS13001,ENGLISH FOR COMMUNICATION,38,125,160,233,47,1,1,6.28,20.66,26.45,38.51,7.77,0.17,0.17,Autumn17,7.78
1332,HS13001,ENGLISH FOR COMMUNICATION,40,93,210,216,46,6,0,6.55,15.22,34.37,35.35,7.53,0.98,0,Spring18,7.75
1333,HS13001,ENGLISH FOR COMMUNICATION,27,110,268,224,44,2,0,4,16.3,39.7,33.19,6.52,0.3,0,Autumn18,7.77
1334,HS13001,ENGLISH FOR COMMUNICATION,25,171,249,210,13,3,0,3.73,25.48,37.11,31.3,1.94,0.45,0,Spring19,7.96
1335,HS13001,ENGLISH FOR COMMUNICATION,60,169,264,201,61,7,0,7.87,22.18,34.65,26.38,8.01,0.92,0,Autumn19,7.93
1336,HS13001,ENGLISH FOR COMMUNICATION,67,167,245,210,42,17,0,8.96,22.33,32.75,28.07,5.61,2.27,0,Spring20,7.94
1337,HS13003,ENGLISH FOR COMMUNICATION,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
1338,HS20001,ECONOMICS,73,99,182,86,8,3,1,16.15,21.9,40.27,19.03,1.77,0.66,0.22,Spring21,8.29
1339,HS20001,ECONOMICS,87,129,202,29,9,1,0,19.04,28.23,44.2,6.35,1.97,0.22,0,Autumn20,8.55
1340,HS20001,ECONOMICS,21,59,126,60,44,40,0,6,16.86,36,17.14,12.57,11.43,0,Autumn18,7.52
1341,HS20001,ECONOMICS,32,61,109,75,53,33,1,8.79,16.76,29.95,20.6,14.56,9.07,0.27,Spring19,7.56
1342,HS20001,ECONOMICS,38,79,89,102,49,27,1,9.87,20.52,23.12,26.49,12.73,7.01,0.26,Autumn19,7.66
1343,HS20001,ECONOMICS,69,71,132,100,17,3,0,17.6,18.11,33.67,25.51,4.34,0.77,0,Spring20,8.17
1344,HS20002,GENERAL PSYCHOLOGY,2,24,14,5,0,0,0,4.44,53.33,31.11,11.11,0,0,0,Autumn20,8.51
1345,HS20002,GENERAL PSYCHOLOGY,0,6,8,18,2,0,1,0,17.14,22.86,51.43,5.71,0,2.86,Spring19,7.43
1346,HS20002,GENERAL PSYCHOLOGY,1,8,5,4,0,0,0,5.56,44.44,27.78,22.22,0,0,0,Spring21,8.33
1347,HS20002,GENERAL PSYCHOLOGY,3,1,9,17,5,1,0,8.33,2.78,25,47.22,13.89,2.78,0,Autumn18,7.36
1348,HS20002,GENERAL PSYCHOLOGY,1,4,26,19,5,0,0,1.82,7.27,47.27,34.55,9.09,0,0,Autumn19,7.58
1349,HS20002,GENERAL PSYCHOLOGY,3,3,14,8,2,0,0,10,10,46.67,26.67,6.67,0,0,Spring20,7.9
1350,HS20003,STATISTICS FOR ECONOMICS,5,10,11,10,7,4,0,10.64,21.28,23.4,21.28,14.89,8.51,0,Autumn18,7.66
1351,HS20003,STATISTICS FOR ECONOMICS,1,7,9,24,5,4,0,2,14,18,48,10,8,0,Autumn19,7.26
1352,HS20003,STATISTICS FOR ECONOMICS,1,25,27,0,0,0,0,1.89,47.17,50.94,0,0,0,0,Autumn20,8.51
1353,HS20004,POSITIVE PSYCHOLOGY,36,35,0,0,0,0,0,50.7,49.3,0,0,0,0,0,Autumn20,9.51
1354,HS20004,POSITIVE PSYCHOLOGY,14,28,6,1,0,0,0,28.57,57.14,12.24,2.04,0,0,0,Autumn18,9.12
1355,HS20004,POSITIVE PSYCHOLOGY,29,43,11,0,0,0,0,34.94,51.81,13.25,0,0,0,0,Autumn19,9.22
1356,HS20004,POSITIVE PSYCHOLOGY,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring20,9
1357,HS20005,MICRO ECONOMICS I,26,24,17,2,0,0,0,37.68,34.78,24.64,2.9,0,0,0,Autumn20,9.07
1358,HS20005,MICRO ECONOMICS I,2,11,7,13,8,7,0,4.17,22.92,14.58,27.08,16.67,14.58,0,Autumn18,7.27
1359,HS20005,MICRO ECONOMICS I,7,10,15,11,6,2,0,13.73,19.61,29.41,21.57,11.76,3.92,0,Autumn19,7.9
1360,HS20006,MICRO ECONOMICS II,5,7,9,12,5,9,0,10.64,14.89,19.15,25.53,10.64,19.15,0,Spring19,7.32
1361,HS20006,MICRO ECONOMICS II,9,12,9,13,5,2,0,18,24,18,26,10,4,0,Spring20,8.02
1362,HS20006,MICRO ECONOMICS II,20,24,4,4,0,0,0,38.46,46.15,7.69,7.69,0,0,0,Spring21,9.15
1363,HS20007,MACRO ECONOMICS I,6,9,8,11,8,5,1,12.5,18.75,16.67,22.92,16.67,10.42,2.08,Autumn18,7.48
1364,HS20007,MACRO ECONOMICS I,5,7,11,15,6,8,0,9.62,13.46,21.15,28.85,11.54,15.38,0,Autumn19,7.35
1365,HS20007,MACRO ECONOMICS I,9,15,25,3,0,0,0,17.31,28.85,48.08,5.77,0,0,0,Autumn20,8.58
1366,HS20008,MACRO ECONOMICS II,4,12,11,12,5,3,0,8.51,25.53,23.4,25.53,10.64,6.38,0,Spring19,7.77
1367,HS20008,MACRO ECONOMICS II,6,15,11,11,5,2,0,12,30,22,22,10,4,0,Spring20,8
1368,HS20008,MACRO ECONOMICS II,5,15,23,8,1,0,0,9.62,28.85,44.23,15.38,1.92,0,0,Spring21,8.29
1369,HS20009,DEVELOPMENT ECONOMICS,2,13,20,9,4,1,0,4.08,26.53,40.82,18.37,8.16,2.04,0,Spring19,7.94
1370,HS20009,DEVELOPMENT ECONOMICS,3,31,27,5,0,0,0,4.55,46.97,40.91,7.58,0,0,0,Spring21,8.48
1371,HS20009,DEVELOPMENT ECONOMICS,2,8,18,12,10,0,0,4,16,36,24,20,0,0,Spring20,7.6
1372,HS20014,ECONOMICS OF SUSTIANABLE DEVELOPMENT,6,21,6,1,0,0,0,17.65,61.76,17.65,2.94,0,0,0,Spring21,8.94
1373,HS20014,ECONOMICS OF SUSTIANABLE DEVELOPMENT,7,3,6,2,2,0,0,35,15,30,10,10,0,0,Spring20,8.55
1374,HS20016,ENVIRONMENTAL HUMANITIES,4,10,15,3,2,1,0,11.43,28.57,42.86,8.57,5.71,2.86,0,Autumn19,8.23
1375,HS20016,ENVIRONMENTAL HUMANITIES,4,8,7,8,1,1,0,13.79,27.59,24.14,27.59,3.45,3.45,0,Spring19,8.1
1376,HS20016,ENVIRONMENTAL HUMANITIES,21,22,10,0,0,0,0,39.62,41.51,18.87,0,0,0,0,Autumn20,9.21
1377,HS20016,ENVIRONMENTAL HUMANITIES,1,7,6,2,1,1,0,5.56,38.89,33.33,11.11,5.56,5.56,0,Autumn18,8.11
1378,HS20016,ENVIRONMENTAL HUMANITIES,15,24,12,1,0,0,0,28.85,46.15,23.08,1.92,0,0,0,Spring21,9.02
1379,HS20016,ENVIRONMENTAL HUMANITIES,13,11,5,5,7,5,0,28.26,23.91,10.87,10.87,15.22,10.87,0,Spring20,8.07
1380,HS20018,SANSKRIT AND HERITAGE,5,13,10,5,1,1,1,13.89,36.11,27.78,13.89,2.78,2.78,2.78,Autumn20,8.25
1381,HS20018,SANSKRIT AND HERITAGE,6,10,13,5,0,0,1,17.14,28.57,37.14,14.29,0,0,2.86,Spring19,8.37
1382,HS20018,SANSKRIT AND HERITAGE,6,13,23,18,3,1,0,9.38,20.31,35.94,28.13,4.69,1.56,0,Spring21,7.97
1383,HS20018,SANSKRIT AND HERITAGE,3,11,8,5,2,0,0,10.34,37.93,27.59,17.24,6.9,0,0,Autumn18,8.28
1384,HS20018,SANSKRIT AND HERITAGE,5,9,12,17,7,2,0,9.62,17.31,23.08,32.69,13.46,3.85,0,Autumn19,7.65
1385,HS20018,SANSKRIT AND HERITAGE,4,18,15,9,4,4,0,7.41,33.33,27.78,16.67,7.41,7.41,0,Spring20,7.94
1386,HS30001,INTRODUCTION TO SOCIOLOGY,1,10,17,4,0,0,0,3.13,31.25,53.13,12.5,0,0,0,Spring19,8.25
1387,HS30001,INTRODUCTION TO SOCIOLOGY,1,5,26,10,2,0,0,2.27,11.36,59.09,22.73,4.55,0,0,Autumn20,7.84
1388,HS30001,INTRODUCTION TO SOCIOLOGY,1,19,28,14,7,1,0,1.43,27.14,40,20,10,1.43,0,Spring21,7.86
1389,HS30001,INTRODUCTION TO SOCIOLOGY,3,9,29,7,4,0,0,5.77,17.31,55.77,13.46,7.69,0,0,Autumn19,8
1390,HS30001,INTRODUCTION TO SOCIOLOGY,0,0,0,0,1,0,0,0,0,0,0,100,0,0,Autumn18,6
1391,HS30001,INTRODUCTION TO SOCIOLOGY,1,6,5,16,6,1,0,2.86,17.14,14.29,45.71,17.14,2.86,0,Spring20,7.34
1392,HS30002,COMPARATIVE DEVELOPMENT PERSPECTIVE,15,10,14,12,2,0,0,28.3,18.87,26.42,22.64,3.77,0,0,Spring20,8.45
1393,HS30002,COMPARATIVE DEVELOPMENT PERSPECTIVE,13,20,17,2,0,0,0,25,38.46,32.69,3.85,0,0,0,Spring21,8.85
1394,HS30003,SOCIOLOGY OF ARCHITECTURE,10,24,0,0,0,0,0,29.41,70.59,0,0,0,0,0,Autumn20,9.29
1395,HS30003,SOCIOLOGY OF ARCHITECTURE,1,12,5,10,9,0,0,2.7,32.43,13.51,27.03,24.32,0,0,Autumn19,7.62
1396,HS30036,INTERCULTURAL COMMUNICATION,2,12,4,0,0,0,1,10.53,63.16,21.05,0,0,0,5.26,Autumn20,8.63
1397,HS30036,INTERCULTURAL COMMUNICATION,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring19,9
1398,HS30036,INTERCULTURAL COMMUNICATION,3,10,4,5,1,1,0,12.5,41.67,16.67,20.83,4.17,4.17,0,Autumn19,8.25
1399,HS30037,PETROLEUM ECONOMICS AND MANAGEMENT,8,13,5,1,1,0,0,28.57,46.43,17.86,3.57,3.57,0,0,Autumn20,8.93
1400,HS30037,PETROLEUM ECONOMICS AND MANAGEMENT,1,1,3,5,5,1,0,6.25,6.25,18.75,31.25,31.25,6.25,0,Autumn18,7.06
1401,HS30037,PETROLEUM ECONOMICS AND MANAGEMENT,1,2,5,2,3,3,0,6.25,12.5,31.25,12.5,18.75,18.75,0,Autumn19,7.19
1402,HS30040,"INDIAN SOCIETY, LITERATURE AND CULTURE",0,2,4,3,1,0,0,0,20,40,30,10,0,0,Spring19,7.7
1403,HS30040,"INDIAN SOCIETY, LITERATURE AND CULTURE",0,2,2,0,0,0,0,0,50,50,0,0,0,0,Spring20,8.5
1404,HS30041,CONTEMPORARY DRAMA AND THEATRE,17,22,11,0,0,0,0,34,44,22,0,0,0,0,Autumn20,9.12
1405,HS30041,CONTEMPORARY DRAMA AND THEATRE,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Autumn19,8
1406,HS30045,SPEAKING AND PRESENTATION,10,16,13,0,0,0,0,25.64,41.03,33.33,0,0,0,0,Spring19,8.92
1407,HS30047,FRENCH,9,11,9,2,1,1,0,27.27,33.33,27.27,6.06,3.03,3.03,0,Spring19,8.67
